Name: XWEB300
Device: WATERMETER_20131001
Time	M1_Daily	M1_Weekly	M1_Monthly	M1_Yearly	Ground Water Meter Total (L)	M1_Avr_Daily	M1_Avr_Weekly	M1_Avr_Monthly	M1_Avr_Yearly	BH1@25m (1-3)	BH1@50m (1-4)	BH1@50m (1-5) - u/s	BH1@25m (1-6) - u/s	Ipro_Probe_5	Ipro_Probe_6	
19/09/2016 21.02.47	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.7	     106.8	       0.0	       0.0	       0.0	
19/09/2016 21.07.54	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 21.12.55	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      48.7	     106.8	       0.0	       0.0	       0.0	
19/09/2016 21.18.08	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      48.8	     106.8	       0.0	       0.0	       0.0	
19/09/2016 21.23.24	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.3	     106.8	       0.0	       0.0	       0.0	
19/09/2016 21.28.24	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.2	     106.8	       0.0	       0.0	       0.0	
19/09/2016 21.33.39	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.2	     106.8	       0.0	       0.0	       0.0	
19/09/2016 21.38.45	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      48.8	     106.8	       0.0	       0.0	       0.0	
19/09/2016 21.44.01	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      48.2	     106.8	       0.0	       0.0	       0.0	
19/09/2016 21.49.14	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.9	     106.8	       0.0	       0.0	       0.0	
19/09/2016 21.54.34	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 21.59.38	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 22.04.55	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.4	     106.8	       0.0	       0.0	       0.0	
19/09/2016 22.10.08	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.6	     106.8	       0.0	       0.0	       0.0	
19/09/2016 22.15.14	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.6	     106.8	       0.0	       0.0	       0.0	
19/09/2016 22.20.23	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.4	     106.8	       0.0	       0.0	       0.0	
19/09/2016 22.25.33	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.9	     106.8	       0.0	       0.0	       0.0	
19/09/2016 22.30.45	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.6	     106.8	       0.0	       0.0	       0.0	
19/09/2016 22.35.55	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.6	     106.8	       0.0	       0.0	       0.0	
19/09/2016 22.41.08	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.2	     106.8	       0.0	       0.0	       0.0	
19/09/2016 22.46.27	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.8	     106.8	       0.0	       0.0	       0.0	
19/09/2016 22.51.44	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.6	     106.8	       0.0	       0.0	       0.0	
19/09/2016 22.56.45	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.5	     106.8	       0.0	       0.0	       0.0	
19/09/2016 23.01.46	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.8	     106.8	       0.0	       0.0	       0.0	
19/09/2016 23.07.10	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.6	     106.8	       0.0	       0.0	       0.0	
19/09/2016 23.12.19	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.9	     106.8	       0.0	       0.0	       0.0	
19/09/2016 23.17.24	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.1	     106.8	       0.0	       0.0	       0.0	
19/09/2016 23.22.38	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.6	     106.8	       0.0	       0.0	       0.0	
19/09/2016 23.27.49	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.6	     106.8	       0.0	       0.0	       0.0	
19/09/2016 23.33.14	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.7	     106.8	       0.0	       0.0	       0.0	
19/09/2016 23.38.18	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 23.43.20	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      51.2	     106.8	       0.0	       0.0	       0.0	
19/09/2016 23.48.31	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      51.0	     106.8	       0.0	       0.0	       0.0	
19/09/2016 23.53.52	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.8	     106.8	       0.0	       0.0	       0.0	
19/09/2016 23.59.10	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.6	     106.8	       0.0	       0.0	       0.0	
20/09/2016 00.04.15	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.1	     106.8	       0.0	       0.0	       0.0	
20/09/2016 00.09.31	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.7	     106.8	       0.0	       0.0	       0.0	
20/09/2016 00.14.39	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.5	     106.8	       0.0	       0.0	       0.0	
20/09/2016 00.19.43	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.1	     106.8	       0.0	       0.0	       0.0	
20/09/2016 00.24.56	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.8	     106.8	       0.0	       0.0	       0.0	
20/09/2016 00.30.08	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.5	     106.8	       0.0	       0.0	       0.0	
20/09/2016 00.35.14	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.7	     106.8	       0.0	       0.0	       0.0	
20/09/2016 00.40.29	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      49.9	     106.8	       0.0	       0.0	       0.0	
20/09/2016 00.45.47	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.3	     106.8	       0.0	       0.0	       0.0	
20/09/2016 00.50.47	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.2	     106.8	       0.0	       0.0	       0.0	
20/09/2016 00.55.56	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      51.7	     106.8	       0.0	       0.0	       0.0	
20/09/2016 01.01.07	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      51.0	     106.8	       0.0	       0.0	       0.0	
20/09/2016 01.06.18	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      51.2	     106.8	       0.0	       0.0	       0.0	
20/09/2016 01.11.29	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      51.5	     106.8	       0.0	       0.0	       0.0	
20/09/2016 01.16.42	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      50.9	     106.8	       0.0	       0.0	       0.0	
20/09/2016 01.22.00	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      51.6	     106.8	       0.0	       0.0	       0.0	
20/09/2016 01.27.15	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      51.4	     106.8	       0.0	       0.0	       0.0	
20/09/2016 01.32.21	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      51.6	     106.8	       0.0	       0.0	       0.0	
20/09/2016 01.37.29	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      51.5	     106.8	       0.0	       0.0	       0.0	
20/09/2016 01.42.38	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      52.1	     106.8	       0.0	       0.0	       0.0	
20/09/2016 01.47.55	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.5	      52.0	     106.8	       0.0	       0.0	       0.0	
20/09/2016 01.53.04	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.6	      52.1	     106.8	       0.0	       0.0	       0.0	
20/09/2016 01.58.29	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.6	      52.1	     106.8	       0.0	       0.0	       0.0	
20/09/2016 02.03.33	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.6	      51.6	     106.8	       0.0	       0.0	       0.0	
20/09/2016 02.08.50	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.6	      51.8	     106.8	       0.0	       0.0	       0.0	
20/09/2016 02.13.53	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.6	      51.7	     106.8	       0.0	       0.0	       0.0	
20/09/2016 02.19.13	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.6	      51.5	     106.8	       0.0	       0.0	       0.0	
20/09/2016 02.24.29	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.6	      52.0	     106.8	       0.0	       0.0	       0.0	
20/09/2016 02.29.51	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.6	      52.1	     106.8	       0.0	       0.0	       0.0	
20/09/2016 02.35.09	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.6	      51.4	     106.8	       0.0	       0.0	       0.0	
20/09/2016 02.40.12	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     101.8	      51.2	     106.8	       0.0	       0.0	       0.0	
20/09/2016 02.45.25	         0	     14990	     43940	      9718	     31886	      9456	       820	      2858	     10854	     102.1	      51.4	     106.8	       0.0	       0.0	       0.0	
